day_of_week,hour_sin,hour_cos,month_sin,month_cos,is_weekend,quarter,lat,long,label
0.71428571,-0.37460659,0.92718385,0.86602540,0.50000000,0.00000000,0.25000000,32.04945780,34.80651280,4
0.71428571,-0.37055744,0.92880955,0.86602540,0.50000000,0.00000000,0.25000000,32.04945780,34.80651280,4
0.71428571,-0.36243804,0.93200787,0.86602540,0.50000000,0.00000000,0.25000000,32.04945780,34.80651280,4
0.71428571,-0.35836795,0.93358043,0.86602540,0.50000000,0.00000000,0.25000000,32.04945780,34.80651280,4
0.71428571,-0.35020738,0.93667219,0.86602540,0.50000000,0.00000000,0.25000000,32.04945780,34.80651280,4
0.71428571,-0.34202014,0.93969262,0.86602540,0.50000000,0.00000000,0.25000000,32.04945780,34.80651280,4
0.71428571,-0.33380686,0.94264149,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.32556815,0.94551858,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.32556815,0.94551858,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.30901699,0.95105652,0.86602540,0.50000000,0.00000000,0.25000000,32.04946590,34.80648840,4
0.71428571,-0.29654157,0.95501994,0.86602540,0.50000000,0.00000000,0.25000000,32.04946590,34.80648840,4
0.71428571,-0.28819627,0.95757136,0.86602540,0.50000000,0.00000000,0.25000000,32.04946590,34.80648840,4
0.71428571,-0.28401534,0.95881973,0.86602540,0.50000000,0.00000000,0.25000000,32.04946590,34.80648840,4
0.71428571,-0.27982901,0.96004985,0.86602540,0.50000000,0.00000000,0.25000000,32.04946590,34.80648840,4
0.71428571,-0.26723838,0.96363045,0.86602540,0.50000000,0.00000000,0.25000000,32.04946590,34.80648840,4
0.71428571,-0.26303121,0.96478732,0.86602540,0.50000000,0.00000000,0.25000000,32.04946590,34.80648840,4
0.71428571,-0.25881905,0.96592583,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.25460195,0.96704594,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.25038000,0.96814764,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.24615329,0.96923091,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.24192190,0.97029573,0.86602540,0.50000000,0.00000000,0.25000000,32.04946460,34.80650530,4
0.71428571,-0.23768589,0.97134207,0.86602540,0.50000000,0.00000000,0.25000000,32.04946460,34.80650530,4
0.71428571,-0.23344536,0.97236992,0.86602540,0.50000000,0.00000000,0.25000000,32.04946690,34.80651110,4
0.71428571,-0.22920039,0.97337926,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.22495105,0.97437006,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.21643961,0.97629601,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.21217767,0.97723111,0.86602540,0.50000000,0.00000000,0.25000000,32.04947340,34.80650820,4
0.71428571,-0.20791169,0.97814760,0.86602540,0.50000000,0.00000000,0.25000000,32.04974330,34.80660470,4
0.71428571,-0.19936793,0.97992470,0.86602540,0.50000000,0.00000000,0.25000000,32.04958410,34.80644520,4
0.71428571,-0.19080900,0.98162718,0.86602540,0.50000000,0.00000000,0.25000000,32.04961170,34.80642800,4
0.71428571,-0.18652404,0.98245040,0.86602540,0.50000000,0.00000000,0.25000000,32.04960630,34.80639890,4
0.71428571,-0.18223553,0.98325491,0.86602540,0.50000000,0.00000000,0.25000000,32.04985730,34.80652140,4
0.71428571,-0.17794355,0.98404070,0.86602540,0.50000000,0.00000000,0.25000000,32.04957870,34.80652650,4
0.71428571,-0.17364818,0.98480775,0.86602540,0.50000000,0.00000000,0.25000000,32.04945910,34.80648930,4
0.71428571,-0.16934950,0.98555606,0.86602540,0.50000000,0.00000000,0.25000000,32.04947490,34.80652300,4
0.71428571,-0.16504761,0.98628560,0.86602540,0.50000000,0.00000000,0.25000000,32.04945490,34.80650700,4
0.71428571,-0.16074257,0.98699637,0.86602540,0.50000000,0.00000000,0.25000000,32.04968570,34.80635140,4
0.71428571,-0.15643447,0.98768834,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.15212339,0.98836151,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.14780941,0.98901586,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.13917310,0.99026807,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.13485093,0.99086590,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.13052619,0.99144486,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.12619897,0.99200495,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.11753740,0.99306846,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.10886687,0.99405634,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.10452846,0.99452190,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.10018806,0.99496852,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.09584575,0.99539620,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.09150162,0.99580493,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.08715574,0.99619470,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.08280821,0.99656550,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.07845910,0.99691733,0.86602540,0.50000000,0.00000000,0.25000000,32.04946790,34.80649830,4
0.71428571,-0.07410849,0.99725019,0.86602540,0.50000000,0.00000000,0.25000000,32.04946790,34.80649830,4
0.71428571,-0.06104854,0.99813480,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.05669279,0.99839167,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.04797813,0.99884839,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.04361939,0.99904822,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.03925982,0.99922904,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.02617695,0.99965732,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.71428571,-0.02181489,0.99976203,0.86602540,0.50000000,0.00000000,0.25000000,32.04948220,34.80651970,4
0.71428571,-0.01745241,0.99984770,0.86602540,0.50000000,0.00000000,0.25000000,32.04948220,34.80651970,4
0.85714286,0.00436331,0.99999048,0.86602540,0.50000000,0.00000000,0.25000000,32.04948220,34.80651970,4
0.85714286,0.01308960,0.99991433,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.01745241,0.99984770,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
0.85714286,0.02617695,0.99965732,0.86602540,0.50000000,0.00000000,0.25000000,32.04949960,34.80656160,4
0.85714286,0.03053851,0.99953359,0.86602540,0.50000000,0.00000000,0.25000000,32.04949960,34.80656160,4
0.85714286,0.03925982,0.99922904,0.86602540,0.50000000,0.00000000,0.25000000,32.04949960,34.80656160,4
0.85714286,0.04797813,0.99884839,0.86602540,0.50000000,0.00000000,0.25000000,32.04949960,34.80656160,4
0.85714286,0.05233596,0.99862953,0.86602540,0.50000000,0.00000000,0.25000000,32.04950190,34.80600850,5
